forest;horizon_canopy;windswept_heath;path_to_exile;rattlechains;phantasmal_image;spell_queller;3
breeding_pool;misty_rainforest;aether_vial;mausoleum_wanderer;phantasmal_image;phantasmal_image;collected_company;3
island;botanical_sanctum;mausoleum_wanderer;phantasmal_image;spell_queller;drogskol_captain;collected_company;3
forest;botanical_sanctum;misty_rainforest;selfless_spirit;phantasmal_image;phantasmal_image;spell_queller;3
horizon_canopy;moorland_haunt;path_to_exile;noble_hierarch;spell_queller;drogskol_captain;drogskol_captain;3
flooded_strand;aether_vial;selfless_spirit;supreme_phantom;spell_queller;drogskol_captain;drogskol_captain;3
breeding_pool;botanical_sanctum;seachrome_coast;aether_vial;mausoleum_wanderer;phantasmal_image;collected_company;3
horizon_canopy;moorland_haunt;windswept_heath;noble_hierarch;noble_hierarch;phantasmal_image;collected_company;3
horizon_canopy;moorland_haunt;windswept_heath;misty_rainforest;supreme_phantom;drogskol_captain;collected_company;3
cavern_of_souls;flooded_strand;aether_vial;aether_vial;noble_hierarch;rattlechains;supreme_phantom;3
windswept_heath;aether_vial;path_to_exile;rattlechains;supreme_phantom;spell_queller;drogskol_captain;3
misty_rainforest;aether_vial;path_to_exile;path_to_exile;noble_hierarch;selfless_spirit;spell_queller;3
windswept_heath;aether_vial;path_to_exile;noble_hierarch;mausoleum_wanderer;phantasmal_image;collected_company;3
seachrome_coast;aether_vial;mausoleum_wanderer;selfless_spirit;drogskol_captain;collected_company;collected_company;3
horizon_canopy;aether_vial;rattlechains;supreme_phantom;spell_queller;drogskol_captain;collected_company;3
island;aether_vial;path_to_exile;phantasmal_image;phantasmal_image;supreme_phantom;spell_queller;3
plains;horizon_canopy;aether_vial;path_to_exile;selfless_spirit;phantasmal_image;geist_of_saint_traft;3
temple_garden;horizon_canopy;path_to_exile;path_to_exile;selfless_spirit;selfless_spirit;drogskol_captain;3
horizon_canopy;horizon_canopy;moorland_haunt;path_to_exile;selfless_spirit;supreme_phantom;spell_queller;3
forest;moorland_haunt;misty_rainforest;rattlechains;phantasmal_image;spell_queller;collected_company;3
plains;temple_garden;horizon_canopy;path_to_exile;rattlechains;selfless_spirit;collected_company;3
forest;temple_garden;horizon_canopy;path_to_exile;path_to_exile;selfless_spirit;collected_company;3
plains;horizon_canopy;horizon_canopy;selfless_spirit;selfless_spirit;drogskol_captain;collected_company;3
plains;forest;misty_rainforest;selfless_spirit;selfless_spirit;drogskol_captain;geist_of_saint_traft;3
plains;temple_garden;misty_rainforest;path_to_exile;mausoleum_wanderer;drogskol_captain;collected_company;3
plains;horizon_canopy;horizon_canopy;path_to_exile;selfless_spirit;supreme_phantom;collected_company;3
island;horizon_canopy;moorland_haunt;path_to_exile;mausoleum_wanderer;phantasmal_image;collected_company;3
windswept_heath;flooded_strand;aether_vial;aether_vial;noble_hierarch;supreme_phantom;drogskol_captain;3
plains;cavern_of_souls;noble_hierarch;supreme_phantom;spell_queller;spell_queller;collected_company;3
forest;misty_rainforest;path_to_exile;path_to_exile;noble_hierarch;rattlechains;supreme_phantom;3
moorland_haunt;windswept_heath;mausoleum_wanderer;rattlechains;spell_queller;drogskol_captain;geist_of_saint_traft;3
temple_garden;horizon_canopy;windswept_heath;mausoleum_wanderer;mausoleum_wanderer;mausoleum_wanderer;mausoleum_wanderer;3
botanical_sanctum;windswept_heath;misty_rainforest;supreme_phantom;drogskol_captain;collected_company;collected_company;3
seachrome_coast;windswept_heath;misty_rainforest;mausoleum_wanderer;geist_of_saint_traft;geist_of_saint_traft;collected_company;3
