Wooded_Foothills;Goblin_Guide;Skullcrack;Rift_Bolt;Rift_Bolt;Lava_Spike;Boros_Charm;0
Mountain;Lightning_Bolt;Lava_Spike;Skullcrack;Goblin_Guide;Monastery_Swiftspear;Lightning_Bolt;0
Bloodstained_Mire;Searing_Blaze;Boros_Charm;Rift_Bolt;Skullcrack;Lightning_Bolt;Goblin_Guide;0
Sacred_Foundry;Searing_Blaze;Rift_Bolt;Lightning_Helix;Searing_Blaze;Boros_Charm;Lightning_Bolt;0
Inspiring_Vantage;Goblin_Guide;Eidolon_of_the_Great_Revel;Lightning_Helix;Skullcrack;Searing_Blaze;Monastery_Swiftspear;0
Wooded_Foothills;Monastery_Swiftspear;Eidolon_of_the_Great_Revel;Lightning_Helix;Searing_Blaze;Lightning_Helix;Lightning_Bolt;0
Bloodstained_Mire;Boros_Charm;Monastery_Swiftspear;Searing_Blaze;Goblin_Guide;Lightning_Helix;Searing_Blaze;0
Wooded_Foothills;Rift_Bolt;Lightning_Helix;Skullcrack;Rift_Bolt;Lightning_Bolt;Searing_Blaze;0
Mountain;Lightning_Helix;Goblin_Guide;Rift_Bolt;Lava_Spike;Skullcrack;Skullcrack;0
Bloodstained_Mire;Boros_Charm;Searing_Blaze;Eidolon_of_the_Great_Revel;Searing_Blaze;Lightning_Bolt;Skullcrack;0
Sacred_Foundry;Searing_Blaze;Goblin_Guide;Eidolon_of_the_Great_Revel;Lightning_Bolt;Boros_Charm;Eidolon_of_the_Great_Revel;0
Mountain;Searing_Blaze;Monastery_Swiftspear;Searing_Blaze;Searing_Blaze;Lightning_Helix;Eidolon_of_the_Great_Revel;0
Stomping_Ground;Lava_Spike;Eidolon_of_the_Great_Revel;Eidolon_of_the_Great_Revel;Boros_Charm;Skullcrack;Lava_Spike;0
Bloodstained_Mire;Boros_Charm;Boros_Charm;Monastery_Swiftspear;Skullcrack;Lava_Spike;Lightning_Bolt;0
Wooded_Foothills;Lightning_Helix;Lava_Spike;Lightning_Bolt;Lava_Spike;Goblin_Guide;Eidolon_of_the_Great_Revel;0
Wooded_Foothills;Rift_Bolt;Lava_Spike;Lightning_Helix;Lava_Spike;Skullcrack;Skullcrack;0
Inspiring_Vantage;Lightning_Helix;Skullcrack;Lava_Spike;Boros_Charm;Lightning_Helix;Monastery_Swiftspear;0
Inspiring_Vantage;Lightning_Bolt;Monastery_Swiftspear;Monastery_Swiftspear;Goblin_Guide;Lava_Spike;Lightning_Helix;0
Stomping_Ground;Lava_Spike;Lava_Spike;Lightning_Bolt;Goblin_Guide;Monastery_Swiftspear;Skullcrack;0
Inspiring_Vantage;Eidolon_of_the_Great_Revel;Lightning_Bolt;Lightning_Bolt;Goblin_Guide;Skullcrack;Goblin_Guide;0
Arid_Mesa;Boros_Charm;Lightning_Helix;Rift_Bolt;Monastery_Swiftspear;Eidolon_of_the_Great_Revel;Skullcrack;0
Wooded_Foothills;Goblin_Guide;Lightning_Bolt;Rift_Bolt;Eidolon_of_the_Great_Revel;Lightning_Bolt;Rift_Bolt;0
Sacred_Foundry;Lava_Spike;Lightning_Bolt;Lightning_Helix;Eidolon_of_the_Great_Revel;Lightning_Helix;Monastery_Swiftspear;0
Wooded_Foothills;Searing_Blaze;Boros_Charm;Rift_Bolt;Goblin_Guide;Skullcrack;Monastery_Swiftspear;0
Bloodstained_Mire;Lightning_Helix;Lightning_Helix;Skullcrack;Boros_Charm;Lava_Spike;Goblin_Guide;0
Bloodstained_Mire;Eidolon_of_the_Great_Revel;Goblin_Guide;Lava_Spike;Lightning_Bolt;Searing_Blaze;Skullcrack;0
Arid_Mesa;Skullcrack;Lightning_Helix;Searing_Blaze;Monastery_Swiftspear;Lightning_Bolt;Eidolon_of_the_Great_Revel;0
Inspiring_Vantage;Boros_Charm;Eidolon_of_the_Great_Revel;Skullcrack;Rift_Bolt;Goblin_Guide;Eidolon_of_the_Great_Revel;0
Arid_Mesa;Searing_Blaze;Lightning_Helix;Rift_Bolt;Lava_Spike;Monastery_Swiftspear;Lightning_Bolt;0
Sacred_Foundry;Searing_Blaze;Lightning_Bolt;Rift_Bolt;Goblin_Guide;Eidolon_of_the_Great_Revel;Lightning_Helix;0
Stomping_Ground;Lava_Spike;Rift_Bolt;Monastery_Swiftspear;Eidolon_of_the_Great_Revel;Monastery_Swiftspear;Boros_Charm;0
Arid_Mesa;Rift_Bolt;Lava_Spike;Rift_Bolt;Eidolon_of_the_Great_Revel;Skullcrack;Lightning_Bolt;0
Bloodstained_Mire;Monastery_Swiftspear;Lightning_Bolt;Goblin_Guide;Goblin_Guide;Boros_Charm;Boros_Charm;0
Inspiring_Vantage;Lava_Spike;Monastery_Swiftspear;Searing_Blaze;Skullcrack;Monastery_Swiftspear;Eidolon_of_the_Great_Revel;0
Bloodstained_Mire;Eidolon_of_the_Great_Revel;Goblin_Guide;Skullcrack;Lightning_Bolt;Boros_Charm;Rift_Bolt;0
Arid_Mesa;Lightning_Bolt;Skullcrack;Goblin_Guide;Eidolon_of_the_Great_Revel;Goblin_Guide;Lightning_Bolt;0
Bloodstained_Mire;Lightning_Bolt;Lightning_Bolt;Lava_Spike;Monastery_Swiftspear;Monastery_Swiftspear;Skullcrack;0
